Z,,Master plan,PRODSECTOR,AREATYPE,AREATYPE2,UPC_PRECIN,PRECINCT_,HH,POP_NONLAB,WORKER,STUDENT,LABOURER,POP_TOT,HOTELROOMS,RES_GFA,RETAIL_GFA,OFFICE_GFA,L_IND_GFA,M_IND_GFA,H_IND_GFA,SCHOOL_GFA,MED_GFA,OTHER_GFA,CONS_SITE,RETGEN_PRO,RETMAL_PRO,MEDCLI_PRO,MEDHOS_PRO,NONTER_PRO,TER_PRO,SCHPLCS_NT,SCHPLCS_TE,SCHPLCS_PR,SCHPLCS_SE,SECT_DST,SECT_FRT,SECT_EXT,SECT_REP,SECT_REPMS,METRO_AREA,SHAPEAREA,CENTROIDX,CENTROIDY,PARK_SEC,URBAN_RURA,LAB_CON_P,LAB_OTH_P,LAB_IND_P,IND_AREA,PROP_INT_L,PROP_INT_W,PROP_INT_O,SECT_BAL,SECT_INT,REG,TOD_A,TOD_P,HGV_PERMIT,ADSICDIST,DISTNAME,TMP,UDM_DIST,MP_ProjectID
64,ADM,MP,2,1,11,28,Saadiyat Island,0,0,0,0,0,0,0,0,1470,10000,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,238026,2715130,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.46
65,ADM,MP,2,3,11,28,Saadiyat Island,900,4000,2400,880,0,4000,130,140000,6167,13438,0,0,0,0,0,1617,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237961,2714552,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.46
66,ADM,MP,2,1,11,28,Saadiyat Island,0,0,0,0,0,0,0,0,1470,12500,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237920,2715055,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.46
67,ADM,MP,2,3,11,28,Saadiyat Island,219,804,482,177,0,804,0,41800,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237822,2715419,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.38.3
68,ADM,MP,2,3,11,28,Saadiyat Island,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237718,2715355,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.38.3
69,ADM,MP,2,1,11,28,Saadiyat Island,100,500,747,274,0,500,0,19833,2940,22500,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237725,2715139,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.0
70,ADM,MP,2,3,11,28,Saadiyat Island,1078,4015,2409,884,0,4015,0,249695,5004,37,0,0,0,700,0,3645,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237904,2716282,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.38.3
71,ADM,MP,2,3,11,28,Saadiyat Island,1307,4456,2673,981,0,4456,0,222141,9012,0,0,0,0,700,3000,1000,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237942,2715940,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.38.3
72,ADM,MP,2,3,11,28,Saadiyat Island,66,240,144,53,0,240,154,12500,2000,0,0,0,0,0,0,6634,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237706,2715511,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.38.3
73,ADM,MP,2,3,11,28,Saadiyat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237736,2715821,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.38.3
74,ADM,MP,2,3,11,28,Saadiyat Island,0,0,0,0,0,0,0,0,4857,35613,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237359,2715255,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.38.3
75,ADM,MP,2,3,11,28,Saadiyat Island,156,571,343,125,0,571,74,29701,1142,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237212,2715066,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.38
76,ADM,MP,2,3,11,28,Saadiyat Island,0,0,0,0,0,0,206,0,1000,20000,0,0,0,700,0,1000,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237522,2715385,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.38.3
77,ADM,MP,2,3,11,28,Saadiyat Island,576,2122,1273,467,0,2122,0,110000,10000,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237615,2716067,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.38
78,ADM,MP,2,3,11,28,Saadiyat Island,76,279,167,61,0,279,76,14547,9698,0,0,0,0,0,0,6059,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237387,2716070,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.38
79,ADM,MP,2,3,11,28,Saadiyat Island,321,1182,708,261,0,1182,0,61500,3000,0,0,0,0,0,0,7112,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237217,2715445,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.38.3
80,ADM,MP,2,7,11,28,Saadiyat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237286,2715774,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.38
81,ADM,MP,2,3,11,28,Saadiyat Island,108,390,234,85,0,390,62,16759,96107,0,0,0,0,0,803,51,0,0,100,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237179,2715986,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.37
82,ADM,MP,2,3,11,28,Saadiyat Island,531,1953,1171,430,0,1953,0,101500,3700,0,0,0,0,0,0,500,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237077,2715638,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.38
83,ADM,MP,2,3,11,28,Saadiyat Island,291,1117,670,246,0,1117,0,70027,15726,0,0,0,0,0,0,242,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237133,2716367,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.40
84,ADM,MP,2,3,11,28,Saadiyat Island,185,678,407,149,0,678,88,35298,1357,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,237006,2715265,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.38
85,ADM,MP,2,2,11,28,Saadiyat Island,468,3187,1912,796,0,3187,0,311551,0,0,0,0,0,0,0,6300,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,1,243649,2720551,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,MIP Study - Saadiyat QAH,AL SAADIYAT ISLAND,2763.0
86,ADM,MP,2,3,11,28,Saadiyat Island,423,1552,931,342,0,1552,0,80700,4500,0,0,0,0,0,0,125,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,236812,2715585,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.38
87,ADM,MP,2,3,11,28,Saadiyat Island,210,753,451,165,0,753,120,32364,185591,0,0,0,0,0,1552,99,0,0,100,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,236998,2716169,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.37
88,ADM,MP,2,3,11,28,Saadiyat Island,154,555,333,122,0,555,88,23856,136801,0,0,0,0,0,1144,73,0,0,100,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,236865,2715922,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.37
89,ADM,MP,2,7,11,28,Saadiyat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,236472,2715822,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.38
90,ADM,MP,2,3,11,28,Saadiyat Island,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,125,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,236470,2716139,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.38
91,ADM,MP,2,7,11,28,Saadiyat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,236433,2716414,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,67,SADIYAT ISLAND,STEAM_v132_Cultural_District,AL SAADIYAT ISLAND,1007.38
92,ADM,NMP,1,1,11,19,Inner Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,2666,832,0,0,100,0,100,0,100,0,628,0,275,353,1,1,0,4,1,1,19,240069,2707684,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,20,AL GARM,Reem East Revised - Al Samaliyyah Island & Umm Lefeenah Island,AL KHEERAN,0
93,ADM,MP,1,6,11,32,Umm Lefeenah Island,2073,10851,5350,2691,0,10851,596,925727,29927,38794,0,0,0,26587,25639,24074,0,100,0,100,0,100,0,3422,0,1778,1644,1,1,0,4,1,1,5,242659,2708793,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,16,UMM LEFEENAH ISLAND,Reem East Revised - Al Samaliyyah Island & Umm Lefeenah Island,UM YIFEENAH ISLAND,1920.0
94,ADM,MP,1,6,11,32,Umm Lefeenah Island,1730,9056,4464,2245,0,9056,497,772537,24974,32374,0,0,0,22187,21396,20091,0,100,0,100,0,100,0,2855,0,1483,1372,1,1,0,4,1,1,3,241659,2710497,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,16,UMM LEFEENAH ISLAND,Reem East Revised - Al Samaliyyah Island & Umm Lefeenah Island,UM YIFEENAH ISLAND,1920.0
95,ADM,NMP,1,6,11,32,Umm Lefeenah Island,398,2084,1027,517,0,2084,114,177858,5749,7453,0,0,0,5108,4926,4625,0,100,0,100,0,100,0,656,0,341,315,1,1,0,4,1,1,1,244552,2709594,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,16,UMM LEFEENAH ISLAND,Reem East Revised - Al Samaliyyah Island & Umm Lefeenah Island,BILRIMAID ISLAND,0
96,ADM,MP,1,1,11,19,Inner Islands,0,0,0,0,0,0,0,0,0,0,0,0,17213,0,0,0,0,100,0,100,0,100,0,0,0,0,0,1,1,0,4,1,1,12,248141,2705441,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,46,SAS AL NAKHL (UMM AL NAR),MIP Study - Lefeenah Island & Ineer Islands,SAS AL NAKHL,Umm Al Nar
97,ADM,MP,1,1,11,19,Inner Islands,0,0,0,0,0,0,0,0,0,0,0,0,34787,0,0,0,0,100,0,100,0,100,0,0,0,0,0,1,1,0,4,1,1,3,245172,2705292,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,46,SAS AL NAKHL (UMM AL NAR),MIP Study - Lefeenah Island & Ineer Islands,SAS AL NAKHL,Umm Al Nar
98,ADM,MP,1,6,11,19,Inner Islands,4086,21386,10543,5303,0,21386,1175,1824409,58980,76454,0,0,0,52397,50530,47446,0,100,0,100,0,100,0,6744,0,3504,3240,1,1,0,4,1,1,9,251071,2706907,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,68,AL SAMALIYYAH ISLAND,Reem East Revised - Al Samaliyyah Island & Umm Lefeenah Island,AL SAMMALIYYAH ISLAND,18312.0
99,ADM,MP,1,1,11,11,Al Maryah,414,1628,630,327,0,1628,291,55800,193200,0,0,0,0,1500,1250,2250,0,0,100,100,0,100,0,100,0,100,0,1,1,0,4,1,1,0,235578,2712199,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,74,AL MARYAH ISLAND,Al Maryah Island TMP,AL MARYAH ISLAND,1170.1
100,ADM,MP,1,1,11,11,Al Maryah,0,0,0,0,0,0,0,0,39520,119438,0,0,0,0,0,255,0,0,100,100,0,100,0,0,0,0,0,1,1,0,4,1,1,0,235440,2712355,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,74,AL MARYAH ISLAND,Al Maryah Island TMP,AL MARYAH ISLAND,1170.1
101,ADM,MP,1,1,11,11,Al Maryah,470,1848,715,370,0,1848,0,91600,2550,66300,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,1,1,0,4,1,1,0,235736,2712325,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,74,AL MARYAH ISLAND,Al Maryah Island TMP,AL MARYAH ISLAND,1170.1
102,ADM,MP,1,1,11,11,Al Maryah,54,145,70,17,0,145,0,19680,4611,149344,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,1,1,0,4,1,1,0,235638,2712631,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,74,AL MARYAH ISLAND,Al Maryah Island TMP,AL MARYAH ISLAND,1170.0
103,ADM,MP,1,1,11,11,Al Maryah,323,865,418,104,0,865,0,117190,13923,135844,0,0,0,0,2232,10076,0,100,0,100,0,100,0,0,0,0,0,1,1,0,4,1,1,0,235472,2712654,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,74,AL MARYAH ISLAND,Al Maryah Island TMP,AL MARYAH ISLAND,1170.0
104,ADM,MP,1,1,11,11,Al Maryah,289,772,374,93,0,772,528,104860,9286,37848,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,1,1,0,4,1,1,0,235776,2712609,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,74,AL MARYAH ISLAND,Al Maryah Island TMP,AL MARYAH ISLAND,1170.0
105,ADM,MP,1,1,11,11,Al Maryah,320,858,415,104,0,858,470,30000,3600,118200,0,0,0,0,0,500,0,100,0,100,0,100,0,0,0,0,0,1,1,0,4,1,1,0,235519,2711761,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,74,AL MARYAH ISLAND,Al Maryah Island TMP,AL MARYAH ISLAND,1170.1
106,ADM,MP,1,1,11,11,Al Maryah,455,1220,590,148,0,1220,0,164490,9318,23947,0,0,0,0,0,781,0,100,0,100,0,100,0,0,0,0,0,1,1,0,4,1,1,0,235315,2712666,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,74,AL MARYAH ISLAND,Al Maryah Island TMP,AL MARYAH ISLAND,1170.0
107,ADM,MP,1,1,11,11,Al Maryah,972,2591,1262,281,0,2591,313,84500,6500,41000,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,1,1,0,4,1,1,0,235650,2711746,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,74,AL MARYAH ISLAND,Al Maryah Island TMP,AL MARYAH ISLAND,1170.1
108,ADM,MP,1,1,11,11,Al Maryah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264700,0,0,100,0,0,100,100,0,0,0,0,0,1,1,0,4,1,1,0,235289,2711779,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,74,AL MARYAH ISLAND,Al Maryah Island TMP,AL MARYAH ISLAND,1170.1
109,ADM,MP,1,1,11,11,Al Maryah,400,1067,517,128,0,1067,1070,145720,7393,0,0,0,0,23922,0,1238,0,100,0,100,0,100,0,1913,0,1913,0,1,1,0,4,1,1,0,235495,2712992,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,74,AL MARYAH ISLAND,Al Maryah Island TMP,AL MARYAH ISLAND,1170.0
110,ADM,MP,1,1,11,11,Al Maryah,275,741,357,91,0,741,0,61500,2300,0,0,0,0,0,0,4000,0,100,0,100,0,100,0,0,0,0,0,1,1,0,4,1,1,0,235596,2711444,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,74,AL MARYAH ISLAND,Al Maryah Island TMP,AL MARYAH ISLAND,1170.1
111,ADM,MP,1,1,11,11,Al Maryah,114,306,148,37,0,306,0,41230,3930,0,0,0,0,16726,2382,16900,0,100,0,100,0,100,0,1115,0,0,1115,1,1,0,4,1,1,0,235668,2712979,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,74,AL MARYAH ISLAND,Al Maryah Island TMP,AL MARYAH ISLAND,1170.0
112,ADM,MP,1,1,11,11,Al Maryah,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,100,0,100,0,100,0,1120,0,1120,0,1,1,0,4,1,1,0,235439,2711347,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,74,AL MARYAH ISLAND,Al Maryah Island TMP,AL MARYAH ISLAND,1170.1
113,ADM,MP,1,1,11,11,Al Maryah,598,1765,808,279,0,1765,0,60000,1500,0,0,0,0,0,0,500,0,100,0,100,0,100,0,0,0,0,0,1,1,0,4,1,1,0,235315,2711369,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,74,AL MARYAH ISLAND,Al Maryah Island TMP,AL MARYAH ISLAND,1170.1
114,ADM,MP,1,1,11,11,Al Maryah,477,1282,619,157,0,1282,0,172730,9611,0,0,0,0,10321,0,0,0,100,0,100,0,100,0,825,0,825,0,1,1,0,4,1,1,0,235752,2713056,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,74,AL MARYAH ISLAND,Al Maryah Island TMP,AL MARYAH ISLAND,1170.0
115,ADM,MP,1,1,11,11,Al Maryah,1120,3514,1562,603,0,3514,0,93000,2200,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,1,1,0,4,1,1,0,235482,2711240,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,74,AL MARYAH ISLAND,Al Maryah Island TMP,AL MARYAH ISLAND,1170.1
116,ADM,NMP,1,3,11,22,Lulu Island,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,0,2940,0,100,0,100,0,100,0,224,0,98,126,1,1,0,1,1,1,0,230983,2712239,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
117,ADM,NMP,1,3,11,22,Lulu Island,0,0,0,0,0,0,0,0,0,0,0,0,0,1758,0,153,0,100,0,100,0,100,0,387,0,169,218,1,1,0,1,1,1,0,230493,2711909,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
118,ADM,NMP,1,3,11,22,Lulu Island,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,1045,0,100,0,100,0,100,0,0,0,0,0,1,1,0,1,1,1,0,231059,2711728,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
119,ADM,NMP,1,3,11,22,Lulu Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5333,0,100,0,100,0,100,0,0,0,0,0,1,1,0,1,1,1,0,231358,2711905,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
120,ADM,NMP,1,3,11,22,Lulu Island,0,0,0,0,0,0,0,0,3306,0,0,0,0,0,0,10811,0,100,0,100,0,100,0,0,0,0,0,1,1,0,1,1,1,0,230298,2712364,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
121,ADM,NMP,1,3,11,22,Lulu Island,113,496,273,114,0,496,155,31575,3744,0,0,0,0,0,10021,9044,0,100,0,100,0,100,0,0,0,0,0,1,1,0,1,1,1,0,231473,2712106,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
122,ADM,NMP,1,3,11,22,Lulu Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,1,1,0,1,1,1,0,231291,2712654,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
123,ADM,NMP,1,3,11,22,Lulu Island,227,992,546,228,0,992,0,51005,2445,0,0,0,0,0,0,3966,0,100,0,100,0,100,0,0,0,0,0,1,1,0,1,1,1,0,230577,2711598,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
124,ADM,NMP,1,3,11,22,Lulu Island,0,0,0,0,0,0,0,0,817,0,0,0,0,0,0,5042,0,100,0,100,0,100,0,0,0,0,0,1,1,0,1,1,1,0,230788,2711459,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
125,ADM,NMP,1,3,11,22,Lulu Island,0,0,0,0,0,0,0,0,2445,0,0,0,0,1189,0,3116,0,100,0,100,0,100,0,323,0,141,182,1,1,0,1,1,1,1,230839,2712870,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
126,ADM,NMP,1,3,11,22,Lulu Island,117,514,283,118,0,514,0,32797,0,0,0,0,0,0,0,3493,0,100,0,100,0,100,0,0,0,0,0,1,1,0,1,1,1,0,231659,2712357,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
127,ADM,NMP,1,3,11,22,Lulu Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,1,1,0,1,1,1,0,231364,2711539,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
128,ADM,NMP,1,3,11,22,Lulu Island,0,0,0,0,0,0,284,327,2445,0,0,0,0,0,199,410,0,100,0,100,0,100,0,0,0,0,0,1,1,0,1,1,1,0,230045,2711792,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
129,ADM,NMP,1,3,11,22,Lulu Island,0,0,0,0,0,0,0,0,0,0,0,0,0,4153,0,0,0,100,0,100,0,100,0,1127,0,493,634,1,1,0,1,1,1,0,231852,2712784,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
130,ADM,NMP,1,3,11,22,Lulu Island,229,1002,551,230,0,1002,0,51605,2884,0,0,0,0,6383,0,12715,0,100,0,100,0,41,59,463,670,203,260,1,1,0,1,1,1,0,230397,2711046,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
131,ADM,NMP,1,3,11,22,Lulu Island,120,524,288,121,0,524,0,33404,8316,0,0,0,0,0,0,4031,0,100,0,100,0,100,0,0,0,0,0,1,1,0,1,1,1,0,232303,2712600,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
132,ADM,NMP,1,3,11,22,Lulu Island,0,0,0,0,0,0,0,0,2401,0,0,0,0,1003,0,1811,0,100,0,100,0,100,0,221,0,97,124,1,1,0,1,1,1,0,229788,2711205,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
133,ADM,NMP,1,3,11,22,Lulu Island,0,0,0,0,0,0,0,0,2876,0,0,0,0,3708,0,7604,0,100,0,100,0,100,0,1006,0,440,566,1,1,0,1,1,1,1,231735,2713610,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
134,ADM,NMP,1,3,11,22,Lulu Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9569,0,100,0,100,0,100,0,0,0,0,0,1,1,0,1,1,1,0,232190,2713258,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
135,ADM,NMP,1,3,11,22,Lulu Island,294,1288,709,296,0,1288,0,65792,2445,0,0,0,0,0,0,639,0,100,0,100,0,100,0,0,0,0,0,1,1,0,1,1,1,0,229733,2710807,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
136,ADM,NMP,1,3,11,22,Lulu Island,222,974,536,224,0,974,211,17019,4314,0,0,0,0,0,22,6824,0,100,0,100,0,100,0,0,0,0,0,1,1,0,1,1,1,0,230176,2710421,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
137,ADM,NMP,1,3,11,22,Lulu Island,222,974,536,224,0,974,0,17090,21567,0,0,0,0,0,0,6315,0,100,0,100,0,100,0,0,0,0,0,1,1,0,1,1,1,0,229532,2710409,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,15,LULU ISLAND,0,AL LULU ISLAND,0
138,ADM,MP,2,2,8,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,242319,2698695,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,37817.0
139,ADM,MP,2,4,8,18,Hudayriat Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,0,0,0,0,2,1,0,4,1,1,0,239492,2700061,100,2,40,40,20,0,0,0,0,0,0,1,0,0,1,11,AL HUDAYRIAT ISLAND,STEAM_v2.1.5_Hudayriat,AL HIDAYRIYYAT,37817.0
